trip_id,start_station,end_station,start_time,end_time,start_lat,start_lon,end_lat,end_lon,duration,passholder_type,bike_id,bike_type,ucla_trip_type
440332146,4614,4614,2024-09-23 10:40:00,2024-09-23 11:00:00,34.073650,-118.439842,34.073650,-118.439842,20,Monthly Pass,30103,electric,UCLA to UCLA
440330780,4643,4614,2024-09-23 10:49:00,2024-09-23 10:58:00,34.072620,-118.449440,34.073650,-118.439842,9,Monthly Pass,20113,standard,UCLA to UCLA
440346224,4613,4644,2024-09-23 11:20:00,2024-09-23 11:27:00,34.069752,-118.445351,34.061859,-118.450020,7,Monthly Pass,30059,electric,From UCLA
440346523,4487,4643,2024-09-23 11:21:00,2024-09-23 11:31:00,34.062111,-118.446922,34.072620,-118.449440,10,Monthly Pass,27593,electric,To UCLA
440346534,4487,4643,2024-09-23 11:22:00,2024-09-23 11:31:00,34.062111,-118.446922,34.072620,-118.449440,9,Monthly Pass,6274,standard,To UCLA
440346853,4613,4487,2024-09-23 11:28:00,2024-09-23 11:34:00,34.069752,-118.445351,34.062111,-118.446922,6,Monthly Pass,12225,standard,From UCLA
440348559,4644,4643,2024-09-23 11:30:00,2024-09-23 11:54:00,34.061859,-118.450020,34.072620,-118.449440,24,Monthly Pass,30059,electric,To UCLA
440356216,4613,4546,2024-09-23 11:34:00,2024-09-23 12:01:00,34.069752,-118.445351,34.031399,-118.453629,27,Monthly Pass,15712,standard,From UCLA
440348036,4613,4643,2024-09-23 11:39:00,2024-09-23 11:49:00,34.069752,-118.445351,34.072620,-118.449440,10,Annual Pass,14003,standard,UCLA to UCLA
440348108,4487,4613,2024-09-23 11:45:00,2024-09-23 11:50:00,34.062111,-118.446922,34.069752,-118.445351,5,Annual Pass,13930,standard,To UCLA
440363169,4613,4515,2024-09-23 11:47:00,2024-09-23 12:04:00,34.069752,-118.445351,34.039742,-118.442268,17,Monthly Pass,5837,standard,From UCLA
440349158,4644,4613,2024-09-23 11:51:00,2024-09-23 11:58:00,34.061859,-118.450020,34.069752,-118.445351,7,Monthly Pass,6001,standard,To UCLA
440364303,4614,4643,2024-09-23 11:59:00,2024-09-23 12:14:00,34.073650,-118.439842,34.072620,-118.449440,15,Monthly Pass,30103,electric,UCLA to UCLA
440366260,4564,4613,2024-09-23 12:00:00,2024-09-23 12:30:00,34.035351,-118.434143,34.069752,-118.445351,30,Walk-up,13946,standard,To UCLA
440366211,4564,4613,2024-09-23 12:00:00,2024-09-23 12:29:00,34.035351,-118.434143,34.069752,-118.445351,29,Walk-up,14918,standard,To UCLA
440365430,4643,4487,2024-09-23 12:14:00,2024-09-23 12:23:00,34.072620,-118.449440,34.062111,-118.446922,9,Monthly Pass,30103,electric,From UCLA
440367306,4613,4487,2024-09-23 12:30:00,2024-09-23 12:37:00,34.069752,-118.445351,34.062111,-118.446922,7,Annual Pass,13930,standard,From UCLA
440368646,4614,4613,2024-09-23 12:41:00,2024-09-23 12:47:00,34.073650,-118.439842,34.069752,-118.445351,6,Monthly Pass,6642,standard,UCLA to UCLA
440385205,4613,4614,2024-09-23 12:58:00,2024-09-23 13:07:00,34.069752,-118.445351,34.073650,-118.439842,9,Monthly Pass,6642,standard,UCLA to UCLA
440386669,4487,4613,2024-09-23 13:10:00,2024-09-23 13:16:00,34.062111,-118.446922,34.069752,-118.445351,6,Monthly Pass,13930,standard,To UCLA
440390851,4515,4643,2024-09-23 13:14:00,2024-09-23 13:45:00,34.039742,-118.442268,34.072620,-118.449440,31,Monthly Pass,22513,electric,To UCLA
440388054,4487,4613,2024-09-23 13:20:00,2024-09-23 13:26:00,34.062111,-118.446922,34.069752,-118.445351,6,Annual Pass,12225,standard,To UCLA
440391670,4614,4528,2024-09-23 13:42:00,2024-09-23 13:51:00,34.073650,-118.439842,34.060970,-118.444366,9,Monthly Pass,15577,standard,From UCLA
440392191,4487,4613,2024-09-23 13:47:00,2024-09-23 13:55:00,34.062111,-118.446922,34.069752,-118.445351,9,Monthly Pass,20263,standard,To UCLA
440392205,4487,4613,2024-09-23 13:48:00,2024-09-23 13:55:00,34.062111,-118.446922,34.069752,-118.445351,7,Monthly Pass,6404,standard,To UCLA
440408533,4643,4643,2024-09-23 13:56:00,2024-09-23 14:17:00,34.072620,-118.449440,34.072620,-118.449440,21,Monthly Pass,30059,electric,UCLA to UCLA
440406955,4487,4613,2024-09-23 13:59:00,2024-09-23 14:06:00,34.062111,-118.446922,34.069752,-118.445351,7,Monthly Pass,30103,electric,To UCLA
440407812,4613,4487,2024-09-23 14:06:00,2024-09-23 14:11:00,34.069752,-118.445351,34.062111,-118.446922,5,Monthly Pass,30103,electric,From UCLA
440407689,4643,4613,2024-09-23 14:07:00,2024-09-23 14:11:00,34.072620,-118.449440,34.069752,-118.445351,4,Annual Pass,22513,electric,UCLA to UCLA
440412136,4643,4514,2024-09-23 14:22:00,2024-09-23 14:42:00,34.072620,-118.449440,34.046211,-118.451172,20,Monthly Pass,27593,electric,From UCLA
440410527,4487,4613,2024-09-23 14:23:00,2024-09-23 14:31:00,34.062111,-118.446922,34.069752,-118.445351,8,Monthly Pass,30103,electric,To UCLA
440411664,4613,4487,2024-09-23 14:31:00,2024-09-23 14:39:00,34.069752,-118.445351,34.062111,-118.446922,8,Monthly Pass,22513,electric,From UCLA
440414001,4643,4487,2024-09-23 14:49:00,2024-09-23 14:56:00,34.072620,-118.449440,34.062111,-118.446922,7,Monthly Pass,30059,electric,From UCLA
440414279,4643,4613,2024-09-23 14:53:00,2024-09-23 14:58:00,34.072620,-118.449440,34.069752,-118.445351,5,Annual Pass,30647,electric,UCLA to UCLA
440429929,4613,4528,2024-09-23 15:09:00,2024-09-23 15:17:00,34.069752,-118.445351,34.060970,-118.444366,8,Monthly Pass,30647,electric,From UCLA
440430526,4528,4613,2024-09-23 15:12:00,2024-09-23 15:23:00,34.060970,-118.444366,34.069752,-118.445351,11,Annual Pass,30392,electric,To UCLA
440432239,4643,4487,2024-09-23 15:27:00,2024-09-23 15:39:00,34.072620,-118.449440,34.062111,-118.446922,12,Walk-up,12966,standard,From UCLA
440432247,4643,4487,2024-09-23 15:27:00,2024-09-23 15:39:00,34.072620,-118.449440,34.062111,-118.446922,12,Walk-up,6274,standard,From UCLA
440433048,4614,4487,2024-09-23 15:31:00,2024-09-23 15:46:00,34.073650,-118.439842,34.062111,-118.446922,15,Monthly Pass,20113,standard,From UCLA
440432491,4614,4613,2024-09-23 15:31:00,2024-09-23 15:42:00,34.073650,-118.439842,34.069752,-118.445351,11,Monthly Pass,6642,standard,UCLA to UCLA
440432252,4613,4487,2024-09-23 15:32:00,2024-09-23 15:39:00,34.069752,-118.445351,34.062111,-118.446922,7,Monthly Pass,30103,electric,From UCLA
440432253,4613,4487,2024-09-23 15:34:00,2024-09-23 15:39:00,34.069752,-118.445351,34.062111,-118.446922,5,Monthly Pass,30392,electric,From UCLA
440448810,4613,4492,2024-09-23 15:49:00,2024-09-23 16:07:00,34.069752,-118.445351,34.036869,-118.425499,18,Monthly Pass,13993,standard,From UCLA
440434500,4613,4487,2024-09-23 15:54:00,2024-09-23 15:58:00,34.069752,-118.445351,34.062111,-118.446922,4,Monthly Pass,13946,standard,From UCLA
440449788,4643,4487,2024-09-23 15:56:00,2024-09-23 16:15:00,34.072620,-118.449440,34.062111,-118.446922,19,Walk-up,13728,standard,From UCLA
440449707,4643,4487,2024-09-23 15:57:00,2024-09-23 16:15:00,34.072620,-118.449440,34.062111,-118.446922,18,Monthly Pass,14003,standard,From UCLA
440449771,4643,4487,2024-09-23 15:57:00,2024-09-23 16:15:00,34.072620,-118.449440,34.062111,-118.446922,18,Monthly Pass,13877,standard,From UCLA
440450292,4613,4487,2024-09-23 16:09:00,2024-09-23 16:19:00,34.069752,-118.445351,34.062111,-118.446922,10,Monthly Pass,13854,standard,From UCLA
440450148,4613,4487,2024-09-23 16:14:00,2024-09-23 16:18:00,34.069752,-118.445351,34.062111,-118.446922,4,Annual Pass,13930,standard,From UCLA
440630562,4528,4643,2024-09-23 16:30:00,2024-09-24 02:26:00,34.060970,-118.444366,34.072620,-118.449440,596,Monthly Pass,30647,electric,To UCLA
440453606,4487,4613,2024-09-23 16:41:00,2024-09-23 16:48:00,34.062111,-118.446922,34.069752,-118.445351,7,Monthly Pass,30059,electric,To UCLA
440454105,4644,4613,2024-09-23 16:42:00,2024-09-23 16:53:00,34.061859,-118.450020,34.069752,-118.445351,11,Monthly Pass,20247,standard,To UCLA
440453470,4487,4613,2024-09-23 16:42:00,2024-09-23 16:47:00,34.062111,-118.446922,34.069752,-118.445351,5,Monthly Pass,30103,electric,To UCLA
440454421,4528,4643,2024-09-23 16:44:00,2024-09-23 16:56:00,34.060970,-118.444366,34.072620,-118.449440,12,Monthly Pass,15669,standard,To UCLA
440454422,4528,4643,2024-09-23 16:44:00,2024-09-23 16:56:00,34.060970,-118.444366,34.072620,-118.449440,12,Monthly Pass,13595,standard,To UCLA
440454423,4528,4643,2024-09-23 16:45:00,2024-09-23 16:56:00,34.060970,-118.444366,34.072620,-118.449440,11,Walk-up,15577,standard,To UCLA
440473582,4487,4614,2024-09-23 16:52:00,2024-09-23 17:05:00,34.062111,-118.446922,34.073650,-118.439842,13,Walk-up,6408,standard,To UCLA
440454699,4613,4643,2024-09-23 16:53:00,2024-09-23 16:58:00,34.069752,-118.445351,34.072620,-118.449440,5,Monthly Pass,30103,electric,UCLA to UCLA
440473994,4487,4614,2024-09-23 16:54:00,2024-09-23 17:05:00,34.062111,-118.446922,34.073650,-118.439842,11,Walk-up,13877,standard,To UCLA
440465339,4613,4644,2024-09-23 16:55:00,2024-09-23 17:03:00,34.069752,-118.445351,34.061859,-118.450020,8,Monthly Pass,30059,electric,From UCLA
440472303,4613,4528,2024-09-23 16:57:00,2024-09-23 17:05:00,34.069752,-118.445351,34.060970,-118.444366,8,Monthly Pass,20263,standard,From UCLA
440497154,4614,4528,2024-09-23 17:05:00,2024-09-23 17:13:00,34.073650,-118.439842,34.060970,-118.444366,8,Monthly Pass,5773,standard,From UCLA
440518726,4613,4645,2024-09-23 17:41:00,2024-09-23 18:04:00,34.069752,-118.445351,34.023411,-118.429008,23,Monthly Pass,12225,standard,From UCLA
440521093,4613,4645,2024-09-23 17:47:00,2024-09-23 18:19:00,34.069752,-118.445351,34.023411,-118.429008,32,Annual Pass,14941,standard,From UCLA
440517825,4613,4643,2024-09-23 17:50:00,2024-09-23 17:58:00,34.069752,-118.445351,34.072620,-118.449440,8,Walk-up,14918,standard,UCLA to UCLA
440517818,4613,4643,2024-09-23 17:51:00,2024-09-23 17:58:00,34.069752,-118.445351,34.072620,-118.449440,7,Walk-up,20247,standard,UCLA to UCLA
440519855,4614,4528,2024-09-23 18:02:00,2024-09-23 18:11:00,34.073650,-118.439842,34.060970,-118.444366,9,Monthly Pass,13877,standard,From UCLA
440521338,4613,4644,2024-09-23 18:12:00,2024-09-23 18:21:00,34.069752,-118.445351,34.061859,-118.450020,9,Monthly Pass,6404,standard,From UCLA
440521102,4643,4613,2024-09-23 18:15:00,2024-09-23 18:19:00,34.072620,-118.449440,34.069752,-118.445351,4,Monthly Pass,14918,standard,UCLA to UCLA
440525166,4613,4487,2024-09-23 18:37:00,2024-09-23 18:46:00,34.069752,-118.445351,34.062111,-118.446922,9,Monthly Pass,14918,standard,From UCLA
440525447,4613,4487,2024-09-23 18:43:00,2024-09-23 18:48:00,34.069752,-118.445351,34.062111,-118.446922,5,Annual Pass,6642,standard,From UCLA
440526350,4613,4528,2024-09-23 18:47:00,2024-09-23 18:53:00,34.069752,-118.445351,34.060970,-118.444366,6,Annual Pass,6472,standard,From UCLA
440548067,4613,4613,2024-09-23 19:09:00,2024-09-23 20:02:00,34.069752,-118.445351,34.069752,-118.445351,53,Walk-up,6568,standard,UCLA to UCLA
440547931,4572,4643,2024-09-23 19:36:00,2024-09-23 20:01:00,34.029480,-118.410469,34.072620,-118.449440,25,Monthly Pass,26866,electric,To UCLA
440547207,4613,4487,2024-09-23 19:51:00,2024-09-23 19:55:00,34.069752,-118.445351,34.062111,-118.446922,4,Monthly Pass,6303,standard,From UCLA
440569564,4613,4528,2024-09-23 21:34:00,2024-09-23 21:45:00,34.069752,-118.445351,34.060970,-118.444366,11,Monthly Pass,6569,standard,From UCLA
440569557,4613,4528,2024-09-23 21:34:00,2024-09-23 21:45:00,34.069752,-118.445351,34.060970,-118.444366,11,Monthly Pass,6568,standard,From UCLA
440571050,4528,4613,2024-09-23 22:03:00,2024-09-23 22:12:00,34.060970,-118.444366,34.069752,-118.445351,9,Monthly Pass,12097,standard,To UCLA
440571046,4528,4613,2024-09-23 22:04:00,2024-09-23 22:12:00,34.060970,-118.444366,34.069752,-118.445351,8,Monthly Pass,6472,standard,To UCLA
440584347,4643,4528,2024-09-23 22:56:00,2024-09-23 23:03:00,34.072620,-118.449440,34.060970,-118.444366,7,Monthly Pass,26866,electric,From UCLA
440601809,4643,4528,2024-09-23 22:56:00,2024-09-24 00:17:00,34.072620,-118.449440,34.060970,-118.444366,81,Monthly Pass,30103,electric,From UCLA
440586830,4643,4487,2024-09-23 23:08:00,2024-09-23 23:20:00,34.072620,-118.449440,34.062111,-118.446922,12,Monthly Pass,13595,standard,From UCLA
440586820,4643,4487,2024-09-23 23:08:00,2024-09-23 23:19:00,34.072620,-118.449440,34.062111,-118.446922,11,Monthly Pass,15669,standard,From UCLA
440601928,4487,4643,2024-09-24 00:12:00,2024-09-24 00:23:00,34.062111,-118.446922,34.072620,-118.449440,11,Monthly Pass,15669,standard,To UCLA
440601933,4487,4643,2024-09-24 00:12:00,2024-09-24 00:24:00,34.062111,-118.446922,34.072620,-118.449440,12,Monthly Pass,13595,standard,To UCLA
440602061,4528,4643,2024-09-24 00:17:00,2024-09-24 00:28:00,34.060970,-118.444366,34.072620,-118.449440,11,Monthly Pass,20216,standard,To UCLA
440602055,4528,4643,2024-09-24 00:17:00,2024-09-24 00:28:00,34.060970,-118.444366,34.072620,-118.449440,11,Monthly Pass,26866,electric,To UCLA
440602056,4528,4643,2024-09-24 00:18:00,2024-09-24 00:28:00,34.060970,-118.444366,34.072620,-118.449440,10,Monthly Pass,30103,electric,To UCLA
440672523,4643,4215,2024-09-24 04:59:00,2024-09-24 05:58:00,34.072620,-118.449440,34.014309,-118.491341,59,Walk-up,20216,standard,From UCLA
440686478,4644,4643,2024-09-24 06:16:00,2024-09-24 06:26:00,34.061859,-118.450020,34.072620,-118.449440,10,Monthly Pass,6404,standard,To UCLA
440701915,4614,4643,2024-09-24 07:42:00,2024-09-24 07:48:00,34.073650,-118.439842,34.072620,-118.449440,6,Monthly Pass,6317,standard,UCLA to UCLA
440702352,4643,4644,2024-09-24 07:50:00,2024-09-24 07:56:00,34.072620,-118.449440,34.061859,-118.450020,6,Monthly Pass,26866,electric,From UCLA
440717252,4644,4614,2024-09-24 08:15:00,2024-09-24 08:25:00,34.061859,-118.450020,34.073650,-118.439842,10,Monthly Pass,26866,electric,To UCLA
440717776,4515,4613,2024-09-24 08:19:00,2024-09-24 08:34:00,34.039742,-118.442268,34.069752,-118.445351,15,Monthly Pass,24112,electric,To UCLA
440733212,4644,4613,2024-09-24 08:56:00,2024-09-24 09:04:00,34.061859,-118.450020,34.069752,-118.445351,8,Monthly Pass,11982,standard,To UCLA
440734083,4528,4613,2024-09-24 09:07:00,2024-09-24 09:15:00,34.060970,-118.444366,34.069752,-118.445351,8,Monthly Pass,6569,standard,To UCLA
440734178,4643,4614,2024-09-24 09:12:00,2024-09-24 09:16:00,34.072620,-118.449440,34.073650,-118.439842,4,Monthly Pass,30103,electric,UCLA to UCLA
440736800,4644,4613,2024-09-24 09:37:00,2024-09-24 09:48:00,34.061859,-118.450020,34.069752,-118.445351,10,Annual Pass,20263,standard,To UCLA
440736586,4643,4528,2024-09-24 09:38:00,2024-09-24 09:45:00,34.072620,-118.449440,34.060970,-118.444366,7,Monthly Pass,15669,standard,From UCLA
440754417,4453,4614,2024-09-24 09:39:00,2024-09-24 10:37:00,34.082649,-118.284393,34.073650,-118.439842,58,Monthly Pass,6679,standard,To UCLA
440737628,4487,4613,2024-09-24 09:48:00,2024-09-24 09:57:00,34.062111,-118.446922,34.069752,-118.445351,9,Monthly Pass,15903,standard,To UCLA
440752620,4613,4644,2024-09-24 10:07:00,2024-09-24 10:15:00,34.069752,-118.445351,34.061859,-118.450020,8,Monthly Pass,24112,electric,From UCLA
440754824,4614,4613,2024-09-24 10:19:00,2024-09-24 10:42:00,34.073650,-118.439842,34.069752,-118.445351,23,Monthly Pass,26866,electric,UCLA to UCLA
440754329,4528,4613,2024-09-24 10:28:00,2024-09-24 10:36:00,34.060970,-118.444366,34.069752,-118.445351,8,Monthly Pass,13946,standard,To UCLA
440754331,4643,4614,2024-09-24 10:32:00,2024-09-24 10:36:00,34.072620,-118.449440,34.073650,-118.439842,4,Annual Pass,30647,electric,UCLA to UCLA
440755368,4644,4614,2024-09-24 10:40:00,2024-09-24 10:48:00,34.061859,-118.450020,34.073650,-118.439842,8,Monthly Pass,24112,electric,To UCLA
440755385,4528,4613,2024-09-24 10:43:00,2024-09-24 10:48:00,34.060970,-118.444366,34.069752,-118.445351,5,Monthly Pass,24018,electric,To UCLA
440774241,4215,4613,2024-09-24 10:57:00,2024-09-24 11:43:00,34.014309,-118.491341,34.069752,-118.445351,46,Monthly Pass,14803,standard,To UCLA
440772126,4487,4613,2024-09-24 11:17:00,2024-09-24 11:22:00,34.062111,-118.446922,34.069752,-118.445351,5,Monthly Pass,6303,standard,To UCLA
440772811,4643,4613,2024-09-24 11:22:00,2024-09-24 11:29:00,34.072620,-118.449440,34.069752,-118.445351,7,Monthly Pass,13595,standard,UCLA to UCLA
440772973,4614,4643,2024-09-24 11:26:00,2024-09-24 11:31:00,34.073650,-118.439842,34.072620,-118.449440,5,Monthly Pass,30647,electric,UCLA to UCLA
440775296,4613,4614,2024-09-24 11:29:00,2024-09-24 11:54:00,34.069752,-118.445351,34.073650,-118.439842,25,Monthly Pass,24018,electric,UCLA to UCLA
440773696,4487,4613,2024-09-24 11:31:00,2024-09-24 11:38:00,34.062111,-118.446922,34.069752,-118.445351,7,Annual Pass,15659,standard,To UCLA
440774222,4613,4643,2024-09-24 11:38:00,2024-09-24 11:43:00,34.069752,-118.445351,34.072620,-118.449440,5,Monthly Pass,26866,electric,UCLA to UCLA
440774142,4643,4613,2024-09-24 11:40:00,2024-09-24 11:43:00,34.072620,-118.449440,34.069752,-118.445351,3,Annual Pass,30647,electric,UCLA to UCLA
440775348,4613,4528,2024-09-24 11:45:00,2024-09-24 11:54:00,34.069752,-118.445351,34.060970,-118.444366,9,Annual Pass,30647,electric,From UCLA
440775844,4487,4613,2024-09-24 11:53:00,2024-09-24 11:59:00,34.062111,-118.446922,34.069752,-118.445351,6,Monthly Pass,13854,standard,To UCLA
440775945,4613,4487,2024-09-24 11:55:00,2024-09-24 12:00:00,34.069752,-118.445351,34.062111,-118.446922,5,Monthly Pass,11982,standard,From UCLA
440789837,4614,4613,2024-09-24 12:00:00,2024-09-24 12:04:00,34.073650,-118.439842,34.069752,-118.445351,4,Monthly Pass,24018,electric,UCLA to UCLA
440790356,4487,4613,2024-09-24 12:03:00,2024-09-24 12:10:00,34.062111,-118.446922,34.069752,-118.445351,7,Monthly Pass,6642,standard,To UCLA
440792213,4613,4528,2024-09-24 12:24:00,2024-09-24 12:28:00,34.069752,-118.445351,34.060970,-118.444366,4,Monthly Pass,13946,standard,From UCLA
440793132,4643,4487,2024-09-24 12:24:00,2024-09-24 12:36:00,34.072620,-118.449440,34.062111,-118.446922,12,Annual Pass,26866,electric,From UCLA
440793356,4528,4613,2024-09-24 12:28:00,2024-09-24 12:39:00,34.060970,-118.444366,34.069752,-118.445351,11,Walk-up,6568,standard,To UCLA
440794413,4528,4643,2024-09-24 12:28:00,2024-09-24 12:47:00,34.060970,-118.444366,34.072620,-118.449440,19,Walk-up,30647,electric,To UCLA
440793801,4487,4613,2024-09-24 12:33:00,2024-09-24 12:42:00,34.062111,-118.446922,34.069752,-118.445351,9,Monthly Pass,15121,standard,To UCLA
440794535,4643,4613,2024-09-24 12:39:00,2024-09-24 12:48:00,34.072620,-118.449440,34.069752,-118.445351,9,Monthly Pass,13585,standard,UCLA to UCLA
440794446,4643,4613,2024-09-24 12:39:00,2024-09-24 12:47:00,34.072620,-118.449440,34.069752,-118.445351,8,Monthly Pass,15577,standard,UCLA to UCLA
440795537,4487,4613,2024-09-24 12:51:00,2024-09-24 12:56:00,34.062111,-118.446922,34.069752,-118.445351,5,Annual Pass,26866,electric,To UCLA
440809858,4613,4614,2024-09-24 12:58:00,2024-09-24 13:04:00,34.069752,-118.445351,34.073650,-118.439842,6,Monthly Pass,26866,electric,UCLA to UCLA
440810056,4643,4613,2024-09-24 13:00:00,2024-09-24 13:05:00,34.072620,-118.449440,34.069752,-118.445351,5,Monthly Pass,30647,electric,UCLA to UCLA
440812749,4613,4487,2024-09-24 13:23:00,2024-09-24 13:28:00,34.069752,-118.445351,34.062111,-118.446922,5,Monthly Pass,30647,electric,From UCLA
440816296,4514,4613,2024-09-24 13:41:00,2024-09-24 13:59:00,34.046211,-118.451172,34.069752,-118.445351,18,Monthly Pass,30059,electric,To UCLA
440815071,4613,4644,2024-09-24 13:41:00,2024-09-24 13:49:00,34.069752,-118.445351,34.061859,-118.450020,8,Monthly Pass,24018,electric,From UCLA
440816394,4613,4644,2024-09-24 13:51:00,2024-09-24 14:00:00,34.069752,-118.445351,34.061859,-118.450020,9,Annual Pass,20263,standard,From UCLA
440830648,4643,4614,2024-09-24 14:03:00,2024-09-24 14:07:00,34.072620,-118.449440,34.073650,-118.439842,4,Monthly Pass,13350,standard,UCLA to UCLA
440831137,4614,4643,2024-09-24 14:04:00,2024-09-24 14:11:00,34.073650,-118.439842,34.072620,-118.449440,7,Monthly Pass,30103,electric,UCLA to UCLA
440848783,4614,4492,2024-09-24 14:43:00,2024-09-24 15:03:00,34.073650,-118.439842,34.036869,-118.425499,20,Monthly Pass,24112,electric,From UCLA
440851195,4643,4487,2024-09-24 14:58:00,2024-09-24 15:13:00,34.072620,-118.449440,34.062111,-118.446922,15,Monthly Pass,30103,electric,From UCLA
440851211,4643,4487,2024-09-24 14:58:00,2024-09-24 15:14:00,34.072620,-118.449440,34.062111,-118.446922,16,Monthly Pass,6317,standard,From UCLA
440851439,4614,4644,2024-09-24 15:09:00,2024-09-24 15:15:00,34.073650,-118.439842,34.061859,-118.450020,6,Monthly Pass,26866,electric,From UCLA
440852767,4613,4644,2024-09-24 15:12:00,2024-09-24 15:26:00,34.069752,-118.445351,34.061859,-118.450020,14,Walk-up,12097,standard,From UCLA
440852648,4613,4644,2024-09-24 15:15:00,2024-09-24 15:25:00,34.069752,-118.445351,34.061859,-118.450020,10,Monthly Pass,14803,standard,From UCLA
440852636,4613,4644,2024-09-24 15:15:00,2024-09-24 15:25:00,34.069752,-118.445351,34.061859,-118.450020,10,Monthly Pass,30059,electric,From UCLA
440854304,4614,4487,2024-09-24 15:24:00,2024-09-24 15:39:00,34.073650,-118.439842,34.062111,-118.446922,15,Monthly Pass,13350,standard,From UCLA
440854980,4614,4643,2024-09-24 15:29:00,2024-09-24 15:44:00,34.073650,-118.439842,34.072620,-118.449440,15,Monthly Pass,14042,standard,UCLA to UCLA
440854629,4643,4487,2024-09-24 15:34:00,2024-09-24 15:42:00,34.072620,-118.449440,34.062111,-118.446922,8,Monthly Pass,6404,standard,From UCLA
440854702,4643,4487,2024-09-24 15:34:00,2024-09-24 15:42:00,34.072620,-118.449440,34.062111,-118.446922,8,Monthly Pass,6568,standard,From UCLA
440854630,4643,4487,2024-09-24 15:34:00,2024-09-24 15:42:00,34.072620,-118.449440,34.062111,-118.446922,8,Monthly Pass,6303,standard,From UCLA
440871908,4613,4487,2024-09-24 15:50:00,2024-09-24 16:13:00,34.069752,-118.445351,34.062111,-118.446922,23,Monthly Pass,13854,standard,From UCLA
440870887,4528,4613,2024-09-24 15:55:00,2024-09-24 16:05:00,34.060970,-118.444366,34.069752,-118.445351,10,Annual Pass,24389,electric,To UCLA
440893178,4643,4301,2024-09-24 16:04:00,2024-09-24 17:03:00,34.072620,-118.449440,34.099049,-118.291496,60,Monthly Pass,14042,standard,From UCLA
440872173,4613,4487,2024-09-24 16:09:00,2024-09-24 16:15:00,34.069752,-118.445351,34.062111,-118.446922,6,Annual Pass,6569,standard,From UCLA
440872922,4613,4487,2024-09-24 16:14:00,2024-09-24 16:21:00,34.069752,-118.445351,34.062111,-118.446922,7,Monthly Pass,15659,standard,From UCLA
